City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Braco do Norte,98,BR,1571442585,97,-28.27,-49.17,62.01,18.01
Valentin Gomez Farias,40,MX,1571442586,35,24.05,-104.7,84.2,3.36
Clyde River,90,CA,1571442586,100,70.47,-68.59,28.4,27.51
College,75,US,1571442587,55,64.86,-147.8,37.99,2.59
Vilyuysk,100,RU,1571442587,94,63.75,121.63,33.37,8.32
Russell,1,US,1571442588,34,38.9,-98.86,78.8,21.92
Mangalam,75,IN,1571442588,100,12.6,80.07,78.01,6.33
Great Falls,40,US,1571442588,39,47.5,-111.29,50.0,19.46
Boone,1,US,1571442589,66,36.22,-81.67,57.2,3.02
Bunga,20,PH,1571442589,74,14.15,121.4,84.2,2.24
Revda,99,RU,1571442590,98,67.94,34.55,28.21,1.95
Nguru,53,NG,1571442590,50,12.88,10.45,84.47,9.17
Bilma,0,NE,1571442591,16,18.69,12.92,83.74,5.03
Batagay-Alyta,95,RU,1571442591,98,67.8,130.41,6.28,1.39
Glenluce,83,GB,1571442592,92,54.88,-4.81,48.0,1.01
Dauphin,90,CA,1571442592,75,51.15,-100.04,44.6,6.93
Salta,90,AR,1571442592,67,-24.79,-65.41,62.6,2.24
Falun,90,SE,1571442593,100,60.61,15.63,46.99,4.7
Marsa Matruh,56,EG,1571442593,74,31.35,27.25,74.41,11.1
Barranca,63,PE,1571442593,86,-10.75,-77.76,62.5,11.14
Koulikoro,20,ML,1571442594,83,12.86,-7.56,77.0,4.7
Ostrovnoy,100,RU,1571442594,97,68.05,39.51,34.74,13.62
Isla Mujeres,75,MX,1571442594,70,21.23,-86.73,86.0,10.29
Mehamn,84,NO,1571442595,68,71.03,27.85,33.08,13.38
Muisne,75,EC,1571442595,83,0.61,-80.02,77.0,13.87
Puerto Parra,40,CO,1571442595,74,6.65,-74.06,82.4,4.7
Anchorage,1,US,1571442596,72,61.22,-149.89,45.0,3.71
Dhidhdhoo,100,MV,1571442596,79,6.88,73.1,81.77,11.5
Bogatyr,0,RU,1571442597,93,53.43,49.95,48.2,6.71
Znamenskoye,0,RU,1571442597,85,57.13,73.82,22.34,4.12
Wukari,39,NG,1571442597,92,7.87,9.78,73.66,4.47
Campoverde,75,EC,1571442598,93,-0.91,-78.62,51.01,2.24
Taltal,100,CL,1571442598,88,-25.41,-70.49,51.84,0.92
Wichita Falls,40,US,1571442598,24,33.91,-98.49,80.6,20.8
Havre-Saint-Pierre,90,CA,1571442599,93,50.23,-63.6,46.4,8.05
Gambela,72,ET,1571442599,77,8.25,34.59,67.66,4.52
Faya,0,SA,1571442599,39,18.39,42.45,64.4,5.82
Muncar,83,ID,1571442599,67,-8.43,114.34,79.38,2.59
Hofn,4,IS,1571442600,62,64.25,-15.21,16.83,4.92
Porto Novo,20,BR,1571442600,73,-23.68,-45.44,77.0,4.7
Cap-aux-Meules,90,CA,1571442601,93,47.38,-61.86,50.0,14.99
Mahon,40,IE,1571442601,87,51.89,-8.4,46.4,8.05
Umm Lajj,29,SA,1571442601,66,25.02,37.27,86.49,8.43
Dwarka,75,IN,1571442602,64,28.58,77.04,84.99,4.7
Dabou,75,CI,1571442602,94,5.32,-4.37,75.2,2.24
Buta,100,CD,1571442603,99,2.79,24.73,70.04,2.8
Iralaya,20,HN,1571442603,74,15.0,-83.23,86.0,6.93
Richards Bay,0,ZA,1571442604,80,-28.77,32.06,70.65,13.31
Kuminskiy,0,RU,1571442604,79,58.67,66.57,21.65,4.59
Mednogorskiy,22,RU,1571442605,64,43.92,41.19,50.76,3.18
Maragogi,61,BR,1571442605,92,-9.01,-35.22,73.64,4.74
Leningradskiy,100,RU,1571442606,97,69.38,178.42,32.63,13.51
Ixtapa,90,MX,1571442607,83,20.71,-105.21,82.4,5.82
Phuthaditjhaba,68,ZA,1571442607,46,-28.53,28.82,58.28,5.75
Ostersund,80,SE,1571442608,100,63.18,14.64,39.2,2.24
Egvekinot,23,RU,1571442608,94,66.32,-179.17,19.28,7.38
Chicama,75,PE,1571442608,82,-7.84,-79.15,64.4,8.05
Azangaro,90,PE,1571442609,87,-14.91,-70.2,42.8,4.7
Jamame,55,SO,1571442609,86,0.07,42.75,77.65,5.66
Tanout,9,NE,1571442609,21,14.97,8.88,88.47,8.32
Buraydah,0,SA,1571442610,43,26.33,43.97,73.4,2.24
Dawei,100,MM,1571442610,71,14.07,98.19,82.57,22.26
Salalah,0,OM,1571442610,74,17.01,54.1,78.8,3.36
Luderitz,0,NA,1571442611,81,-26.65,15.16,57.55,5.79
Altay,77,CN,1571442611,92,47.83,88.13,19.67,1.86
Tateyama,75,JP,1571442612,93,36.66,137.31,66.99,1.12
Zheleznodorozhnyy,39,RU,1571442612,87,55.75,38.0,51.8,2.24
Jalingo,42,NG,1571442612,90,10.3,10.93,72.72,6.89
Ampanihy,0,MG,1571442613,68,-24.69,44.75,68.02,5.99
Murdochville,100,CA,1571442613,96,48.96,-65.49,41.33,6.15
Port Augusta,0,AU,1571442613,41,-32.49,137.76,60.8,16.11
Ponta Delgada,75,PT,1571442614,88,37.73,-25.67,64.4,10.29
Polyarnyy,75,RU,1571442614,83,69.2,33.45,32.0,11.41
Poum,0,MK,1571442614,89,41.28,20.71,49.66,0.76
Pochutla,40,MX,1571442615,74,15.74,-96.47,86.0,20.8
Muros,75,ES,1571442615,100,42.77,-9.06,62.01,4.7
Morehead,1,US,1571442615,54,38.18,-83.43,57.2,3.36
Tomatlan,100,MX,1571442616,82,19.93,-105.25,80.19,4.38
Clarksburg,1,US,1571442616,54,39.24,-77.28,55.4,9.17
Namibe,14,AO,1571442617,88,-15.19,12.15,70.33,7.36
Coquimbo,75,CL,1571442617,76,-29.95,-71.34,57.2,8.05
Fairbanks,75,US,1571442618,55,64.84,-147.72,37.99,2.59
Toora-Khem,78,RU,1571442619,86,52.47,96.11,25.09,3.53
Kumba,91,CM,1571442619,92,4.64,9.44,74.63,1.9
Mahajanga,20,MG,1571442620,50,-15.72,46.32,75.2,10.29
Goderich,62,CA,1571442621,82,43.74,-81.71,41.0,2.66
Bouillante,0,FR,1571442623,93,48.53,-1.73,54.0,10.29
Oranjemund,0,ZA,1571442623,85,-28.55,16.43,59.18,11.77
Touros,20,BR,1571442625,83,-5.2,-35.46,75.2,3.36
Saint-Augustin,75,CA,1571442626,65,45.63,-73.98,48.2,5.82
Diego de Almagro,100,CL,1571442626,94,-26.39,-70.05,47.93,2.57
Chapais,90,CA,1571442626,80,49.78,-74.86,39.2,13.87
Port-Cartier,75,CA,1571442627,70,50.03,-66.88,46.4,8.05
Ulladulla,9,AU,1571442628,22,-35.36,150.48,77.0,18.34
Kanniyakumari,98,IN,1571442628,75,8.08,77.57,81.32,7.38
Kieta,100,PG,1571442628,73,-6.22,155.63,82.98,9.4
Matara,83,BI,1571442629,89,-3.48,29.48,50.29,0.83
Samarai,97,PG,1571442629,74,-10.62,150.67,78.28,9.15
Shaowu,0,CN,1571442630,64,27.34,117.49,62.57,0.13
Havelock,5,US,1571442630,58,34.88,-76.9,59.0,3.36
Ancud,0,CL,1571442630,76,-41.87,-73.83,53.6,6.93
Kigoma,28,TZ,1571442631,71,-4.88,29.64,75.53,7.58
Anacortes,90,US,1571442631,81,48.5,-122.62,53.01,5.82
Dunhua,100,CN,1571442631,77,43.37,128.23,49.95,2.42
Tual,99,ID,1571442632,81,-5.67,132.75,79.6,17.16
Huarmey,72,PE,1571442632,88,-10.07,-78.15,62.37,13.27
Gboko,92,NG,1571442633,88,7.32,9.0,74.25,8.43
Semey,100,KZ,1571442633,81,50.41,80.25,41.69,16.31
Half Moon Bay,20,US,1571442634,87,37.46,-122.43,66.99,9.17
Shumikha,100,RU,1571442635,83,55.23,63.28,28.1,14.03
George Town,75,MY,1571442635,88,5.42,100.33,78.8,5.82
Hermosillo,3,MX,1571442636,36,29.09,-110.96,87.01,8.01
Arrifes,75,PT,1571442636,88,37.77,-25.7,64.4,10.29
Vestmannaeyjar,100,IS,1571442637,74,63.44,-20.27,45.59,12.48
Buin,0,CL,1571442637,37,-33.73,-70.74,71.6,6.93
Rafai,100,CF,1571442638,99,4.95,23.92,68.85,2.82
Palu,97,ID,1571442638,82,-0.9,119.87,80.39,2.89
Georgiyevka,5,RU,1571442638,92,52.25,40.45,50.02,4.38
Hobyo,100,SO,1571442639,79,5.35,48.53,79.52,4.56
Alamosa,90,US,1571442639,32,37.47,-105.87,50.0,14.72
Uvalde,1,US,1571442639,51,29.21,-99.79,84.2,9.17
Vangaindrano,81,MG,1571442640,82,-23.35,47.6,65.36,2.28
Sabang,42,PH,1571442640,87,13.8,121.11,81.0,1.99
Soyo,86,AO,1571442641,86,-6.13,12.37,78.77,13.2
Mont-de-Marsan,0,FR,1571442641,100,43.89,-0.5,57.99,3.36
Nemuro,75,JP,1571442641,93,43.32,145.57,48.2,2.24
Terney,17,RU,1571442642,39,45.05,136.61,50.18,2.1
Kurchum,100,KZ,1571442642,55,48.57,83.65,41.18,8.59
Plettenberg Bay,6,ZA,1571442642,95,-34.05,23.37,58.82,1.7
Wanning,75,AT,1571442643,100,48.64,13.53,53.01,6.93
Megion,75,RU,1571442643,92,61.04,76.11,23.0,4.47
Tieling,81,CN,1571442644,61,42.29,123.84,55.12,4.32
Arlit,10,NE,1571442644,22,18.74,7.39,90.11,2.24
Sisimiut,100,GL,1571442644,87,66.94,-53.67,36.43,24.45
Narnaund,0,IN,1571442645,64,29.22,76.14,72.61,4.59
Mount Pleasant,1,US,1571442645,37,33.16,-94.97,71.6,5.82
Karratha,0,AU,1571442646,16,-20.74,116.85,88.06,9.01
Basco,1,US,1571442646,55,40.33,-91.2,62.6,9.17
Shache,99,CN,1571442646,63,38.42,77.24,53.01,10.04
Tommot,80,RU,1571442647,76,58.97,126.27,34.31,3.85
Fernandina Beach,1,US,1571442647,60,30.67,-81.46,73.4,8.05
San Policarpo,25,PH,1571442648,76,12.18,125.51,81.18,2.04
Kamina,51,CD,1571442648,95,-8.74,25.0,63.97,3.91
Mountain Home,75,US,1571442649,22,43.13,-115.69,59.0,19.46
Trincomalee,97,LK,1571442649,96,8.58,81.23,74.03,2.68
Ileza,99,RU,1571442650,88,61.05,43.9,29.56,7.94
Zhoucheng,0,CN,1571442651,100,31.35,119.33,51.8,2.24
Rio Grande,33,BR,1571442651,86,-32.03,-52.1,59.06,8.21
Samdrup Jongkhar,0,IN,1571442651,80,26.8,91.5,58.7,3.96
